DCID,Permit Number,Program Name,Facility Type,Program Type,Street Address,Borough,Zip Code,Phone Number,Child Age Range,Children Allowed in Care,Administer Medication,BIN,BBL,Community Board,Council District,Census Tract,NTA Code,Latitude,Longitude
DC22642,25877.0,"THE GREATER RIDGEWOOD YOUTH COUNCIL, INC.",GCC,PRESCHOOL,59-03 SUMMERFIELD STREET,QUEENS,11385,(718) 456-5437,2 YEARS - 5 YEARS,54,No,4437841.0,4035880001.0,405.0,34.0,55700.0,QN20,40.699455407935,-73.897855076573
DC2435,5634.0,RIVER PARK NURSERY SCHOOL,GCC,PRESCHOOL,711 AMSTERDAM AVENUE,MANHATTAN,10025,(212) 663-1205,2 YEARS - 5 YEARS,28,No,1032551.0,1012250001.0,107.0,7.0,18100.0,MN12,40.793025016856,-73.971097022718
DC2517,,OUR LADY OF PERPETUAL HELP PRESCHOOL,SBCC,PRESCHOOL,111-10 115 STREET,QUEENS,11420,(718) 843-4184,3 YEARS - 5 YEARS,23,No,4591928.0,4116190001.0,410.0,28.0,10200.0,QN55,40.679266687397,-73.824575173713
DC955,7250.0,"TUTOR TIME LEARNING CENTERS, LLC",GCC,INFANT TODDLER,7817-25 3 AVENUE,BROOKLYN,11209,(718) 680-6566,0 YEARS - 2 YEARS,26,No,3150280.0,3059690001.0,310.0,47.0,6400.0,BK31,40.62909375043,-74.028745246123
DC14394,1935.0,"SHOREFRONT YM-YWHA  OF BRIGHTON-MANHATTAN BEACH, INC.",GCC,PRESCHOOL,3300 CONEY ISLAND AVENUE,BROOKLYN,11235,(718) 646-1444,2 YEARS - 5 YEARS,93,No,3326880.0,3086930001.0,313.0,48.0,36002.0,BK19,40.575558607552,-73.959460020602
DC36885,104616.0,"Leebling, inc.",GCC,INFANT TODDLER,1349 47TH ST,BROOKLYN,11219,(718) 484-8714,0 YEARS - 2 YEARS,16,No,3137008.0,3056230058.0,312.0,44.0,23400.0,BK88,40.635489508044,-73.989861272875
DC41230,106093.0,"Atlantic Collective, Inc.",GCC,PRESCHOOL,150 CLERMONT AVENUE,BROOKLYN,11205,(917) 791-5088,2 YEARS - 5 YEARS,25,No,3391941.0,3020457501.0,302.0,35.0,18700.0,BK68,40.693604204113,-73.970959982
DC38529,105154.0,"FORT GEORGE COMMUNITY SERVICES, INC.",GCC,PRESCHOOL,4467 BROADWAY,MANHATTAN,10040,(646) 684-3701,2 YEARS - 5 YEARS,96,No,1064467.0,1021800513.0,112.0,10.0,27900.0,MN35,40.857419527079,-73.932268829334
DC2924,6781.0,PACCOR KIDS,GCC,PRESCHOOL,118-17 GUY R BREWER BOULEVARD,QUEENS,11434,(718) 525-9620,2 YEARS - 5 YEARS,97,No,4448582.0,4123540112.0,412.0,28.0,28400.0,QN76,40.683240192214,-73.782401282212
DC11683,,BE'ER HAGOLAH INSTITUTE,SBCC,PRESCHOOL,671 LOUISIANA AVENUE,BROOKLYN,11239,(718) 642-6800,3 YEARS - 5 YEARS,NO DATA,No,3339160.0,3044520080.0,305.0,42.0,105804.0,BK93,40.645630474319,-73.883642663652
DC36626,104496.0,LITTLE MUNCHKINS PLAYGROUP 56 INC.,GCC,PRESCHOOL,145 RUTLEDGE STREET,BROOKLYN,11211,(718) 809-5852,2 YEARS - 5 YEARS,15,No,3425330.0,3022187505.0,301.0,33.0,53300.0,BK72,40.701924811968,-73.957265827261
DC23142,,GATEWAY ACADEMY,SBCC,PRESCHOOL,200 BOSCOMBE AVENUE,STATEN ISLAND,10309,(718) 966-8695,3 YEARS - 5 YEARS,NO DATA,No,5118310.0,5075770003.0,503.0,51.0,22600.0,SI11,40.52463817896,-74.231367602804
DC1754,,OUR LADY OF GRACE SCHOOL,SBCC,PRESCHOOL,3981 BRONXWOOD AVENUE,BRONX,10466,(718) 547-9918,3 YEARS - 5 YEARS,NO DATA,No,2111579.0,2048500076.0,212.0,12.0,40600.0,BX44,40.886202853353,-73.854598179543
DC2244,6810.0,IMAGINE ELC @ Jamaica Kids,GCC,PRESCHOOL,1 JAMAICA CENTER PLAZA,QUEENS,11432,(718) 557-5520,2 YEARS - 5 YEARS,47,No,4451048.0,4100970020.0,412.0,27.0,24000.0,QN61,40.703265933247,-73.800404963994
DC17811,70357.0,CONCOURSE HOUSE DAY CARE CENTER,GCC,PRESCHOOL,2348 WEBSTER AVENUE,BRONX,10458,(917) 801-2513,2 YEARS - 5 YEARS,105,No,2115299.0,2030310021.0,206.0,15.0,38302.0,BX40,40.857597099004,-73.894697542754
DC16869,8165.0,POLSKIE PRZEDSZKOLE,GCC,PRESCHOOL,4105 FORT HAMILTON PARKWAY,BROOKLYN,11219,(718) 633-9389,2 YEARS - 5 YEARS,23,No,3135616.0,3055920008.0,312.0,39.0,22400.0,BK88,40.642107350061,-73.992051080733
DC36401,104383.0,KINDERCARE EDUCATION AT WORK  LLC,GCC,PRESCHOOL,311 GREENWICH  STREET,MANHATTAN,10013,(212) 962-1316,2 YEARS - 5 YEARS,78,No,1075706.0,1001407502.0,101.0,1.0,2100.0,MN24,40.716737549302,-74.010861785488
DC39809,,MS LAM MONTESSORI SCHOOL,SBCC,PRESCHOOL,2 NORTHSIDE PIERS,BROOKLYN,11249,(929) 283-3990,3 YEARS - 5 YEARS,NO DATA,No,3397447.0,3023407503.0,301.0,33.0,55500.0,BK73,40.719792788018,-73.963866937
DC19732,8140.0,"INNER FORCE TOTS, INC.",GCC,INFANT TODDLER,1181 EAST NEW YORK AVENUE,BROOKLYN,11212,(718) 221-1246,0 YEARS - 2 YEARS,97,No,3037640.0,3013990125.0,308.0,41.0,35900.0,BK61,40.66689471195,-73.923220687192
DC14740,6662.0,PLYMOUTH CHURCH SCHOOL,GCC,PRESCHOOL,75 HICKS STREET,BROOKLYN,11201,(718) 624-9385,2 YEARS - 5 YEARS,152,No,3335926.0,3002210001.0,302.0,33.0,100.0,BK09,40.699330569921,-73.993897932908
DC42513,106534.0,LITTLE ME DAYCARE CENTER,GCC,PRESCHOOL,1537 DEAN STREET,BROOKLYN,11213,(718) 925-2752,2 YEARS - 5 YEARS,10,No,3429138.0,3013407504.0,308.0,36.0,31100.0,BK61,40.676177730346,-73.937021353415
DC34511,,Talmud Torah of Kasho,SBCC,PRESCHOOL,324 PENN STREET,BROOKLYN,11211,(718) 475-1177,3 YEARS - 5 YEARS,NO DATA,No,3060937.0,3022210023.0,301.0,33.0,52900.0,BK72,40.706051013642,-73.952357940107
DC1599,,THE BROWNING PRESCHOOL,SBCC,PRESCHOOL,52 EAST 62 STREET,MANHATTAN,10065,(212) 838-6280,3 YEARS - 5 YEARS,36,No,1040857.0,1013760042.0,108.0,4.0,11401.0,MN40,40.765214751883,-73.969477416116
DC1049,,YESHIVA OF KINGS BAY PRESCHOOL,SBCC,PRESCHOOL,2611 AVENUE Z,BROOKLYN,11235,(718) 646-8500,3 YEARS - 5 YEARS,NO DATA,No,3204595.0,3074420011.0,315.0,48.0,59600.0,BK17,40.589171437517,-73.943404514259
DC42115,106150.0,Buckle My Shoe,GCC,INFANT TODDLER,80 8 AVENUE,MANHATTAN,10011,(212) 807-0518,0 YEARS - 2 YEARS,18,No,1013711.0,1007640001.0,104.0,3.0,8100.0,MN13,40.739843476005,-74.002439429803
DC42615,,SMITH STREET ARTS ET LETTRES,SBCC,PRESCHOOL,166 MONTAGUE STREET,BROOKLYN,11201,(917) 254-2223,3 YEARS - 5 YEARS,NO DATA,No,3002093.0,3002497502.0,302.0,33.0,502.0,BK09,40.694337759786,-73.992708361616
DC34149,105278.0,THE EPIPHANY SCHOOL,GCC,INFANT TODDLER,141 EAST   28 STREET,MANHATTAN,10016,(212) 473-4128,0 YEARS - 2 YEARS,12,No,1018216.0,1008840030.0,106.0,2.0,7200.0,MN20,40.742474324835,-73.982046383982
DC16679,7674.0,RIVERDALE NURSERY SCHOOL AND FAMILY CENTER,GCC,PRESCHOOL,3816 WALDO AVENUE,BRONX,10463,(718) 884-3950,2 YEARS - 5 YEARS,63,No,2084024.0,2057777501.0,208.0,11.0,28500.0,BX29,40.887736544803,-73.903618996934
DC21038,8355.0,"LITTLE HANDS AND FEET DAYCARE, LLC.",GCC,PRESCHOOL,1270 BAY RIDGE PARKWAY,BROOKLYN,11228,(718) 680-5437,2 YEARS - 5 YEARS,81,No,3159952.0,3062217501.0,310.0,38.0,20000.0,BK30,40.620755666058,-74.008202120121
DC32746,94157.0,"STATEN ISLAND SKATING PAVILION, INC.",GCC,PRESCHOOL,3080 ARTHUR KILL ROAD,STATEN ISLAND,10309,(718) 948-1700,2 YEARS - 5 YEARS,22,No,5154910.0,5071440528.0,503.0,51.0,22600.0,SI11,40.544251889206,-74.233036898641
DC40762,105880.0,LITTLE SCHOLARS LEARNING CENTER,GCC,PRESCHOOL,50 QUENTIN ROAD,BROOKLYN,11223,(718) 210-3233,2 YEARS - 5 YEARS,15,No,3176455.0,3066450001.0,311.0,43.0,42800.0,BK29,40.605312786853,-73.984784404493
DC217,5965.0,YEARLING NURSERY SCHOOL,GCC,INFANT TODDLER,604 WEST 227 STREET,BRONX,10463,(718) 549-1606,0 YEARS - 2 YEARS,6,No,2083272.0,2057250763.0,208.0,11.0,29302.0,BX29,40.880299515818,-73.915581620919
DC43982,,DEMOCRACY PREP ENDURANCE ELEMENTARY,SBCC,PRESCHOOL,1000 WESTCHESTER AVENUE,BRONX,10459,(646) 574-1148,3 YEARS - 5 YEARS,NO DATA,No,2130624.0,2027247503.0,202.0,17.0,15900.0,BX27,40.823685024131,-73.893790306115
DC24845,73182.0,FABIANA DAY CARE ACADEMY INC.,GCC,PRESCHOOL,937 TELLER AVENUE,BRONX,10451,(718) 588-4545,2 YEARS - 5 YEARS,24,No,2001966.0,2024220035.0,204.0,16.0,17300.0,BX14,40.826112973557,-73.915560298528
DC39119,105238.0,LA MATERNELLE LLC,GCC,INFANT TODDLER,80 RIVERSIDE  BOULEVARD,MANHATTAN,10069,(212) 957-1234,0 YEARS - 2 YEARS,35,No,1087720.0,1011717507.0,107.0,6.0,15100.0,MN14,40.775478292477,-73.990229817915
DC35312,104792.0,"EDEN II SCHOOL FOR AUTISTIC CHILDREN, INC.",GCC,PRESCHOOL,309 ST PAUL'S AVENUE,STATEN ISLAND,10304,(718) 727-8202,2 YEARS - 5 YEARS,73,No,5013580.0,5005170030.0,501.0,49.0,2100.0,SI37,40.630559069717,-74.08108940239
DC252,3088.0,"SPUYTEN DUYVIL PRESCHOOL, INC.",GCC,PRESCHOOL,3041 KINGSBRIDGE AVENUE,BRONX,10463,(718) 549-1525,2 YEARS - 5 YEARS,49,No,2083194.0,2057090046.0,208.0,11.0,28900.0,BX29,40.878948301844,-73.907399871488
DC40996,105878.0,LA MATERNELLE III LLC,GCC,INFANT TODDLER,166 WEST 97TH STREET,MANHATTAN,10025,(929) 248-2933,0 YEARS - 2 YEARS,54,No,1085590.0,1018510008.0,107.0,7.0,18100.0,MN12,40.794432573691,-73.96917504091
DC757,6484.0,"INITIAL STEPS CHILD DEVELOPMENT,INC.",GCC,PRESCHOOL,3003 GLENWOOD ROAD,BROOKLYN,11210,(718) 434-2805,2 YEARS - 5 YEARS,48,No,3113943.0,3050050009.0,317.0,45.0,78600.0,BK42,40.634009518679,-73.947614136821
DC39855,105564.0,ParentsChoice Daycare LLC,GCC,PRESCHOOL,106-54 GUY R BREWER BOULEVARD,QUEENS,11433,(718) 480-6305,2 YEARS - 5 YEARS,21,No,4215816.0,4101290034.0,412.0,28.0,25400.0,QN01,40.698885788322,-73.792960075694
DC1603,,RIVERDALE COUNTRY KINDERGARTEN,SBCC,PRESCHOOL,4930 PALISADES AVENUE,BRONX,10471,(718) 549-7780,3 YEARS - 5 YEARS,60,No,2101950.0,2059370380.0,208.0,11.0,30900.0,BX22,40.898149927763,-73.913887691133
DC36203,104623.0,JOY DAYCARE INC.,GCC,PRESCHOOL,145-38 34  AVENUE,QUEENS,11354,(917) 563-1338,2 YEARS - 5 YEARS,89,No,4618924.0,4049957501.0,407.0,20.0,115900.0,QN51,40.767130777383,-73.821783275135
DC18309,7865.0,THE LEARNING TREE,GCC,PRESCHOOL,86-28 FRANCIS LEWIS BLVD.,QUEENS,11427,(718) 740-2300,2 YEARS - 5 YEARS,60,No,4224335.0,4105290013.0,408.0,23.0,47600.0,QN06,40.724775441749,-73.764951226172
DC43041,106233.0,Kiddies Daycare NY INC,GCC,INFANT TODDLER,34 UNION AVENUE,BROOKLYN,11206,(718) 504-0027,0 YEARS - 2 YEARS,36,No,3428595.0,3022490122.0,301.0,33.0,50700.0,BK75,40.700824083961,-73.950273523839
DC19519,8103.0,BRIGHT HORIZONS  CHILDREN'S CENTERS LLC,GCC,PRESCHOOL,200 WEST STREET,MANHATTAN,10282,(212) 357-5370,2 YEARS - 5 YEARS,22,No,1087239.0,1000160260.0,101.0,1.0,31703.0,MN25,40.713838756323,-74.013812009623
DC21986,85077.0,GIFTED & TALENTED EARLY DEVELOPERS,GCC,PRESCHOOL,1621 CHURCH AVENUE,BROOKLYN,11226,(718) 693-3699,2 YEARS - 5 YEARS,47,No,3116477.0,3050770032.0,314.0,40.0,50600.0,BK42,40.648826881367,-73.964637065724
DC491,,GOOD SHEPHERD CATHOLIC ACADEMY,SBCC,PRESCHOOL,1943 BROWN STREET,BROOKLYN,11229,(718) 339-2745,3 YEARS - 5 YEARS,NO DATA,No,3345248.0,3073110001.0,315.0,46.0,56600.0,BK44,40.604203234419,-73.940629552484
DC24966,55697.0,"IMMANUEL NEW YORK MISSION, INC.",GCC,PRESCHOOL,253-01 NORTHERN BLVD.,QUEENS,11362,(718) 877-3001,2 YEARS - 5 YEARS,71,No,4169413.0,4081320056.0,411.0,19.0,147900.0,QN45,40.770779379223,-73.735407434151
DC22445,18301.0,HAPPY MARYANN,GCC,PRESCHOOL,132-18 41ST    AVENUE,QUEENS,11355,(718) 886-8266,2 YEARS - 5 YEARS,108,No,4539426.0,4050397510.0,407.0,20.0,84900.0,QN22,40.756484637714,-73.833272145621
DC32983,100698.0,NEW YORK CHILD RESOURCE CENTER INC.,GCC,PRESCHOOL,4624 BROADWAY,MANHATTAN,10040,(212) 569-1044,2 YEARS - 5 YEARS,88,No,1064137.0,1021720028.0,112.0,10.0,28500.0,MN35,40.861266514424,-73.930384972021
DC33581,104243.0,La Petite Colline LLC,GCC,INFANT TODDLER,315 VANDERBILT AVENUE,BROOKLYN,11205,(917) 909-0337,0 YEARS - 2 YEARS,10,No,3394609.0,3019290007.0,302.0,35.0,19700.0,BK69,40.688734449279,-73.968950048131
DC42003,,Promise Christian Academy,SBCC,PRESCHOOL,130-30 31 AVENUE,QUEENS,11354,(718) 461-4409,3 YEARS - 5 YEARS,NO DATA,No,4100745.0,4043600001.0,407.0,19.0,90700.0,QN23,40.769242357807,-73.83908504495
DC10483,7358.0,OUR LITTLE ANGELS CORP,GCC,PRESCHOOL,86-29 COMMONWEALTH BLVD,QUEENS,11426,(718) 347-7377,2 YEARS - 5 YEARS,33,No,4175963.0,4086270001.0,413.0,23.0,161700.0,QN43,40.730578929923,-73.720160924154
DC41849,106312.0,HAPPY MARYANN DAY SCHOOL,GCC,PRESCHOOL,214-10 15 AVENUE,QUEENS,11360,(646) 927-3278,2 YEARS - 5 YEARS,29,No,4618534.0,4059447501.0,407.0,19.0,99703.0,QN47,40.787251300089,-73.77988969815
DC37110,105130.0,METROKIDS CRADLE (SOUTH END) INC.,GCC,INFANT TODDLER,101 WEST END AVENUE,MANHATTAN,10023,(212) 362-0135,0 YEARS - 2 YEARS,82,No,1085785.0,1011710062.0,107.0,6.0,15100.0,MN14,40.775058198086,-73.988634021267
DC2550,,ARCHDIOCESE OF NEW YORK EPIPHANY PRESCHOOL,SBCC,PRESCHOOL,234 EAST 22 STREET,MANHATTAN,10010,(212) 473-4128,3 YEARS - 5 YEARS,53,No,1082129.0,1009020031.0,106.0,2.0,6400.0,MN21,40.737780888962,-73.982758530369
DC38851,,YESHIVAT MEKOR HAIM,SBCC,PRESCHOOL,2611 AVENUE Z,BROOKLYN,11235,(718) 332-0399,3 YEARS - 5 YEARS,NO DATA,No,3204595.0,3074420011.0,315.0,48.0,59600.0,BK17,40.589171437517,-73.943404514259
DC42468,106416.0,THE LEARNING EXPERIENCE,GCC,PRESCHOOL,353 WEST 56 STREET,MANHATTAN,10019,(646) 429-8136,2 YEARS - 5 YEARS,29,No,1087148.0,1010477501.0,104.0,6.0,13900.0,MN15,40.766669785536,-73.984837650876
DC18861,7910.0,"NORTHERN MANHATTAN PERINATAL PARTNERSHIP, INC.",GCC,PRESCHOOL,521-527 WEST 155TH STREET,MANHATTAN,10032,(212) 926-8264,2 YEARS - 5 YEARS,91,No,1084191.0,1021140058.0,112.0,10.0,24100.0,MN36,40.831907928393,-73.943779039626
DC14255,7705.0,SHINING STARS PRE-SCHOOL,GCC,PRESCHOOL,1879 BRONXDALE AVENUE,BRONX,10462,(718) 409-1316,2 YEARS - 5 YEARS,34,No,2043780.0,2040560048.0,211.0,13.0,23200.0,BX37,40.848399088375,-73.860778864059
DC24743,,SAINT ANN SCHOOL,SBCC,PRESCHOOL,125 CROMWELL AVENUE,STATEN ISLAND,10304,(718) 351-4343,2 YEARS - 5 YEARS,NO DATA,No,5048894.0,5033180001.0,502.0,50.0,9602.0,SI36,40.590664937352,-74.097005535838
DC2511,,HOLY CHILD JESUS CATHOLIC ACADEMY,SBCC,PRESCHOOL,111-02 86 AVENUE,QUEENS,11418,(718) 849-3988,3 YEARS - 5 YEARS,NO DATA,No,4448716.0,4092250001.0,409.0,29.0,13000.0,QN54,40.698716592689,-73.837899921087
DC31916,96157.0,CONG.  MACHNE CHAIM INC.,GCC,INFANT TODDLER,6101 16TH   AVENUE,BROOKLYN,11204,(718) 871-7878,0 YEARS - 2 YEARS,87,No,3132384.0,3055240001.0,311.0,43.0,24800.0,BK28,40.62417846838,-73.992629599614
DC40602,,STEPPING STONE PRE & GRADE SCHOOL,SBCC,PRESCHOOL,114-30 FRANCIS LEWIS BOULEVARD,QUEENS,11411,(718) 465-2344,3 YEARS - 5 YEARS,NO DATA,No,4236999.0,4110230038.0,412.0,27.0,53200.0,QN34,40.700739698719,-73.748276829679
DC23088,21477.0,"SANDRA'S SUNFLOWER CHILD CARE, INC.",GCC,PRESCHOOL,90-16 SUTPHIN BLVD.,QUEENS,11435,(347) 454-9079,2 YEARS - 5 YEARS,65,No,4206751.0,4096760027.0,412.0,27.0,24000.0,QN61,40.702505278386,-73.808240794287
DC2494,,MOST HOLY REDEEMER CATHOLIC ACADEMY,SBCC,PRESCHOOL,136-58 41 AVENUE,QUEENS,11355,(718) 961-0246,3 YEARS - 5 YEARS,NO DATA,No,4443827.0,4050440036.0,407.0,20.0,85300.0,QN22,40.758657774754,-73.829054218898
DC10990,5099.0,BRIGHT BEGINNINGS,GCC,PRESCHOOL,86-25 162 STREET,QUEENS,11432,(718) 297-6767,2 YEARS - 5 YEARS,94,No,4209097.0,4097730001.0,408.0,24.0,44800.0,QN35,40.710475559616,-73.801465403748
DC10579,5025.0,SUNSET PARK CHILDREN'S SCHOOL,GCC,PRESCHOOL,4616 4 AVENUE,BROOKLYN,11220,(718) 439-3323,2 YEARS - 5 YEARS,50,No,3011823.0,3007550045.0,307.0,38.0,8000.0,BK32,40.648557388301,-74.010407391983
DC37872,105231.0,"Yeled V' Yalda Early Childhood Center, Inc.",GCC,PRESCHOOL,835 FOREST HILL ROAD,STATEN ISLAND,10314,(718) 514-8870,2 YEARS - 5 YEARS,90,No,5034466.0,5019870059.0,502.0,50.0,27302.0,SI05,40.602271628127,-74.140355259489
DC14324,7459.0,CHELSEA PIERS L. P.,GCC,PRESCHOOL,111A 11TH AVENUE,MANHATTAN,10011,(212) 336-6500,2 YEARS - 5 YEARS,45,No,1012256.0,1006620011.0,104.0,3.0,9900.0,MN13,40.746507504724,-74.008022776619
DC14282,,THE FAMILY SCHOOL PRESCHOOL,SBCC,PRESCHOOL,323 EAST 47TH STREET,MANHATTAN,10017,(212) 688-5950,2 YEARS - 5 YEARS,59,No,1038907.0,1013400013.0,106.0,4.0,9000.0,MN19,40.752390970388,-73.968487145965
DC41133,106086.0,CONGREGATION LUMINOUS INC.,GCC,INFANT TODDLER,810 FLUSHING AVENUE,BROOKLYN,11206,(347) 963-4160,0 YEARS - 2 YEARS,21,No,3424175.0,3031317501.0,304.0,34.0,38900.0,BK78,40.701203318012,-73.939774645469
DC42705,106191.0,TINY HEARTS INC.,GCC,PRESCHOOL,1280 56 STREET,BROOKLYN,11219,(718) 216-0800,2 YEARS - 5 YEARS,62,No,3140073.0,3056900037.0,312.0,44.0,21600.0,BK88,40.631463316374,-73.996815176985
DC40564,105795.0,Faces of the Future Early Learning Center LLC.,GCC,PRESCHOOL,293 EAST 53RD STREET,BROOKLYN,11203,(718) 576-6064,2 YEARS - 5 YEARS,83,No,3102268.0,3046790054.0,317.0,41.0,86600.0,BK96,40.652973280144,-73.92757587615
DC38006,104840.0,METROKIDS CRADLE (BROOKLYN) INC,GCC,INFANT TODDLER,382 BALTIC STREET,BROOKLYN,11201,(718) 855-2889,0 YEARS - 2 YEARS,48,No,3392287.0,3004037508.0,306.0,39.0,6900.0,BK38,40.684176418022,-73.990167529073
DC40506,105762.0,"CONGREGATION MT. SINAI ANSHE EMETH AND EMES WOZEDEK OF WASHINGTON HEIGHTS, INC.",GCC,INFANT TODDLER,135 BENNETT AVE,MANHATTAN,10040,(818) 642-1378,0 YEARS - 2 YEARS,36,No,1075611.0,1021800309.0,112.0,10.0,27900.0,MN35,40.854596535438,-73.934578005418
DC308,7311.0,KIDZ KORNER DAY CARE,GCC,PRESCHOOL,2422 RALPH AVENUE,BROOKLYN,11234,(718) 676-5200,2 YEARS - 5 YEARS,25,No,3221460.0,3079040052.0,318.0,46.0,68800.0,BK58,40.618983097353,-73.917213733217
DC38445,105260.0,BUILDING BLOCKS OF GREENPOINT,GCC,PRESCHOOL,44 KENT STREET,BROOKLYN,11222,(718) 383-0208,2 YEARS - 5 YEARS,53,No,3399250.0,3025560058.0,301.0,33.0,56500.0,BK76,40.730380726553,-73.959747928411
DC41600,106090.0,"Green Ivy Pine Street, LLC",GCC,INFANT TODDLER,25 PINE STREET,MANHATTAN,10005,(347) 963-6757,0 YEARS - 2 YEARS,34,No,1001018.0,1000430002.0,101.0,1.0,700.0,MN25,40.707320355821,-74.009633913875
DC43566,106513.0,Diversity Academy Child Care 2,GCC,INFANT TODDLER,125 GREAVES LANE,STATEN ISLAND,10308,(718) 310-6088,0 YEARS - 2 YEARS,28,No,5151097.0,5046450425.0,503.0,51.0,14606.0,SI54,40.553662373681,-74.143952047849
DC20926,,ST. PATRICK CATHOLIC ACADEMY,SBCC,PRESCHOOL,401 97TH STREET,BROOKLYN,11209,(718) 833-0124,3 YEARS - 5 YEARS,NO DATA,No,3339181.0,3061230011.0,310.0,47.0,16200.0,BK31,40.614680115227,-74.031674508426
DC38197,105014.0,INSPIRE KIDS EARLY CHILDHOOD DEVELOPMENT,GCC,PRESCHOOL,118 ST.  NICHOLAS AVENUE,BROOKLYN,11237,(718) 552-2990,2 YEARS - 5 YEARS,30,No,3073686.0,3032380033.0,304.0,37.0,44500.0,BK77,40.705515764654,-73.918267232834
DC937,6527.0,BUTTERFLY INC.,GCC,PRESCHOOL,2810 NOSTRAND AVENUE,BROOKLYN,11229,(718) 677-9343,2 YEARS - 5 YEARS,51,No,3211291.0,3076900051.0,315.0,46.0,64200.0,BK44,40.615716942724,-73.944775852051
DC24797,,ASSOCIATED BETH RIVKAH SCHOOLS,SBCC,PRESCHOOL,470 LEFFERTS AVENUE,BROOKLYN,11225,(718) 735-0400,3 YEARS - 5 YEARS,NO DATA,No,3035454.0,3013310019.0,309.0,40.0,80600.0,BK60,40.662639559978,-73.945958758379
DC40695,105830.0,"CONGREGATION AHAVAS YISROEL OF KEW GARDENS HILLS , INC.",GCC,PRESCHOOL,147-02 73 AVENUE,QUEENS,11367,(718) 575-0801,2 YEARS - 5 YEARS,45,No,4144466.0,4066820001.0,408.0,24.0,77907.0,QN37,40.725350126625,-73.818410260483
DC39606,105283.0,KINDERCARE EDUCATION LLC,GCC,PRESCHOOL,34 NORTH    7 STREET,BROOKLYN,11249,(718) 387-0192,2 YEARS - 5 YEARS,48,No,3397391.0,3023247502.0,301.0,33.0,55500.0,BK73,40.720519566494,-73.962055539326
DC2627,6521.0,CHINESE AMERICAN PLANNING COUNCIL. INC.,GCC,PRESCHOOL,115 CHRYSTIE STREET,MANHATTAN,10002,(212) 219-2286,2 YEARS - 5 YEARS,79,No,1005645.0,1004230022.0,103.0,1.0,1800.0,MN27,40.718640008559,-73.993585915659
DC2664,1782.0,THE RIVERSIDE CHURCH IN THE CITY OF NEW YORK,GCC,PRESCHOOL,490 RIVERSIDE DRIVE,MANHATTAN,10027,(212) 870-6743,2 YEARS - 5 YEARS,67,No,1081792.0,1019910032.0,109.0,7.0,20500.0,MN09,40.812299249381,-73.963606991854
DC43555,106435.0,KIDDIE KABIN CORP.,GCC,PRESCHOOL,99-49 66 AVENUE,QUEENS,11374,(718) 928-6817,2 YEARS - 5 YEARS,50,No,4050957.0,4021167502.0,406.0,29.0,71304.0,QN17,40.728439963373,-73.85443500845
DC40758,,THE LEARNING TREE STEM-ARTS SCHOOL,SBCC,PRESCHOOL,149-34 35 AVENUE,QUEENS,11354,(347) 732-4167,3 YEARS - 5 YEARS,NO DATA,No,4113266.0,4050070019.0,407.0,20.0,115700.0,QN51,40.766471509744,-73.816229132826
DC12382,5976.0,BRIGHT BEGINNINGS,GCC,INFANT TODDLER,86-25 162 STREET,QUEENS,11432,(718) 297-6767,NO DATA,35,No,4209097.0,4097730001.0,408.0,24.0,44800.0,QN35,40.710475559616,-73.801465403748
DC42640,106183.0,CHEDER KINDERLACH INC.,GCC,PRESCHOOL,1350 50 STREET,BROOKLYN,11219,(718) 851-6462,2 YEARS - 5 YEARS,15,No,3138076.0,3056490027.0,312.0,44.0,23600.0,BK88,40.633779648603,-73.991590909579
DC22981,49177.0,St. George Early Learning Center,GCC,INFANT TODDLER,80 BAY STREET,STATEN ISLAND,10301,(718) 815-4701,0 YEARS - 2 YEARS,14,No,5000038.0,5000050115.0,501.0,49.0,300.0,SI22,40.640218963635,-74.075613487138
DC40087,105915.0,GRAND STREET SETTLEMENT INC,GCC,PRESCHOOL,850 50TH ST,BROOKLYN,11220,(917) 510-3799,2 YEARS - 5 YEARS,46,No,3137829.0,3056440027.0,312.0,43.0,10800.0,BK34,40.640427790098,-74.002597926552
DC34362,105833.0,We DO Kids LLC,GCC,INFANT TODDLER,1054 43 STREET,BROOKLYN,11219,(917) 975-3391,0 YEARS - 2 YEARS,39,No,3136076.0,3056020051.0,312.0,38.0,11200.0,BK34,40.641649093249,-73.994058169766
DC1144,,GRACE CHURCH SCHOOL,SBCC,PRESCHOOL,86 FOURTH  AVENUE,MANHATTAN,10003,(212) 475-5609,3 YEARS - 5 YEARS,89,No,1008997.0,1005570001.0,102.0,2.0,6100.0,MN23,40.731666439833,-73.990304821831
DC34610,104219.0,AHI EZER EARLY CHILDHOOD CORP.,GCC,PRESCHOOL,2433 OCEAN PARKWAY,BROOKLYN,11235,(718) 648-6100,2 YEARS - 5 YEARS,24,No,3195384.0,3072010001.0,315.0,48.0,37000.0,BK19,40.59024240731,-73.965316300815
DC35782,104562.0,RAINBOW CHILD DEVELOPMENT CENTER INC,GCC,INFANT TODDLER,1-55 BORDEN  AVENUE,QUEENS,11101,(718) 361-2821,0 YEARS - 2 YEARS,8,No,4541408.0,4000067501.0,402.0,26.0,100.0,QN31,40.742284631951,-73.959358180588
